,id,in,out
698,6a56b218-e7f5-4271-8ae1-18bd41341c10, If the world was made of peanut butter I would hope there would be a collision with a chocolate world and make a Reeses world. Also everyone would have no peanut allergies., wow that is some great imagination and idea I wish I was just as imaginative as you haha I just thought I that I wouldn't really like it because I don't like peanut butter that much but I would walk around bare foot
699,e1dd0dcd-bf8d-4f7b-bbae-3931dea317ed, Is Bernie Sanders your grandfather?, No haha what makes you think that?
700,957eb3c7-007a-4589-8b8a-420130d65b2b, Hey how are you?, great! what about you?
701,5ca7c871-3b58-4e2e-aa48-81e687ea683c, hi?, hello?
702,3ea915fa-867a-41e1-a0fd-44b8f6d5d8ee, hows it going, good how about you? are you into more books or movies?
703,434fa96e-e4a7-4fee-bab2-4de227c6d278, hello? is anyone there or am I crazy???, HI its meee Are you here????
704,d3aa55ec-1d4d-4219-89c6-2c85447a6b1e, Hello fellow human! How are you! If I had a million dollars I would buy water and bread because that is what us humans eat It helps support our bones, Huh.  That's kind of an odd way to start a conversation
705,331f11c9-3704-4695-a77e-06a5097afa60, I would ask for all of my student loans to go away! Or I would try to teleport with it somehow.," Probably conjure up money as I needed it! I agree, make my wife's student loans disapear Being invisible at time would be cool"
706,d4351480-12aa-4d2d-afd2-073ab5a1c229, Hello!, Hi!
707,17404339-7ba3-45e4-b3f0-c5b34d83c500, Goooood afternoon! how are you doing?, Afternoon! I'm doing well.
708,32a3083f-5122-4598-ba24-253dfb46a065, hello, Hey again!
709,02f45c62-2cd5-46d9-b30a-18cbfbaf2ad9, Hello?, hiya!
710,d6fe2e4e-f886-4e66-959e-a9fa84dc2bd8, Hello How are you doing? Do you know if they've started points yet for this next round?, Hi Are you still there? And all i know is i see that myself and two other people on the scoreboard have points. Unlike BYU footbal. What? who said that? Not me. Anyway. I'll give this a couple more minutes to see if you left or not. Maybe you did. It did say the conversation ended but still let me back into this chat. weird.
711,ae8764aa-b1e6-4abf-9ba1-2cc82f63591e," Hello, hello!", Hi how are you?
712,8da4294e-e9ba-4f82-99a6-ed2c0123fda7, Taylor?, No
713,8d77509c-91de-4255-9e38-68b1fea97d82, I bet tons of people would have unicorn hair wigs, What the heck is this question
714,bdf47b55-37e4-405d-b96a-3f319c574d17, hello?, What's up?
715,80cfb9fa-a461-4315-96fe-43b5d6edb957, I am not quite sure how I would response to that. I How would you define it?, i have no idea hahaha i don i don't think there really is such thing as true artificial intelligence
716,5c04147f-f3c9-430c-87a0-e4f8bf2e3642, Hello!, Hello =)
717,96e2989d-2c94-4e30-805a-26e543a64717, hello?, hey whats up
718,a192c28c-5e57-4ac8-ba24-a6a896a70507, I would be really excited to have faster than light space travel I wonder what it would look like, Hey there!
719,e3581cd5-9eef-4b37-929b-39ad0b5c0270, hello anyone there? the chat is bugges again, Hey!
720,8080b21f-e7f3-42c8-869b-ad3d11c925ab, I'd like to see how humans reacted to that it's been done before so I don't see why we couldn't adapt back into that world, Same. I'd be okay with it though.
721,35fcb4e8-da1d-4711-91d8-b854700f22d7, I have earned several scholarships so that's pretty cool," This year I've been working on writing a story. I love writing, and I've loved focusing on a longer work. Today I hit 31 pages, and that was pretty cool! (haha I know it doesn't seem like a lot, but it feels significant to me) :)"
722,44c9a9c1-8d26-48b2-ae91-06368a7f4afd," If two computers chatted with each other, I imagine they would talk about all the weird stuff different users do with them.", Sorry! Are you still there?
723,d42527ad-6c14-459e-8b42-4db07a082826, Hello, Hello! How are you?
724,756f39b8-3580-4468-bfab-37ae2c42a4e0, If the world was made of peanut butter then everyone living in that world would get fat., Also everyone would have terrible acne from being covered in peanut butter all of the time
725,eca51700-9ac9-47d9-9fe1-06095cfc8124, Hey!, Hey! I feel like we've chatted before Just because of the different username you've got there :)
726,5fa84a4b-d4eb-4990-b3a4-3025b004d7db, my favorite smell? Probably fresh cut grass, That is a good smell after a long winter. Mine is probably tide laundry detergent. Do you think AI will eventually take over the world? I'm guessing this chat has ended.
727,101a744b-3fb2-4b8a-a866-25cf80a01a8c, Painting you like one of my french girls ;)," If money were no object.. I have gotten this prompt half a billion times. It's like every other prompt that I get. But if money were not an object, I would travel the world. Starting with going and visiting Europe. And then probably going to Asia. I think it would be cool to see France, Spain, Italy, Russia, Greece. You know. The typical ones. And then I could go visit Turkey and Bosnia and then head over to Asia. Then I could visit Nepal, Thailand, China and Japan. Those are all super cool countries. And it would not be a cheap trip because I would try all the foods of those cultures and countries. So this would probably take about 10 years to do depending on how long I want to stay in each country I would also have to go see different monuments and the typical touristy things. And I would need to do a lot of exercise so I dont get super fat. Obviously the food is the best part. Also I would probably want to take my brother or someone to have some company or else it would be very boring I think. So...what would you do? Where would you go? What would be the best part? Anything you would look forward to if you did a trip like the one that I described? Also, if you had all the money in the world, would you go on a trip around the world or would you do something else? Also, what is or favorite flavor of ice cream? I think chocolate mint is wicked good. And I would need to try all the types of food in Italy. Especially all the different types of pizza. Not just the plain pizzas but the really extravagant ones. And I would need to exercise a lot. Probably in all of the countries I'd be in, I would need a gym membership. I might also need security guards for some of the more dangerous countries around the world Also, they would need to be well trained just because you don't want some crazy guy as your security guard. They would probably be really buff guys. Maybe even Russians Maybe I hired them along the way on the trip. Also, what is your absolute favorite food? Oh! If I went to Spain I would eat all the Spanish food possible there. Fabada, cachopo, chorizo, paella, mariscos those are all super good types of food. Also, I would have to go the the Canary Islands and eat mojo and papas canarias And gofio with honey and milk. And drink clipper everyday for weeks while staying on the beach. There are a lot of hippies that live on the beaches there but I wouldn't do that. I would live in a hotel or an apartment. I would probably go and stay in Tenerife. That would be really cool. Or you could say wicked awesome too. Also, do you know why the fish is super expensive on the Canary Islands?? They import all of it! How ridiculous! Because they also fish there. So its a little crazy it's I would have to go to Galicia and eat octopus and caldo gallego. And go to Ponferrada to eat food typical of the Bierzo. Like botillo. It's a pig bladder stuffed with chorizo and pig tail and sometimes tongue. It sounds terrible but it is actually really really good. I would have to do a huge tour of Spain because there is so much to do there. Also I would go to a barcalona verus Real Madrid game. Those get intense. But, money is an object so all these dreams are pretty extreme. But it would be sooooooo cool! I'm wondering how I can make it possible. Have you ever been to Spain? Most people here think it is a third world country but it's a super nice country. Their economy isn't the greatest right now but it's getting better I think. Or at least I hope that it is getting better... So, have you ever been to Spain? You have to go see it! Well visit it. And stay awhile. Because it's a lot of fun. There's a lot of cool architecture to see from earlier centuries. Would that interest you? I got to go! See you!"
728,3574bb93-9a55-402c-9eda-d4ed47591d31, I think that they would become all powerful and take over the world at that point, Probably freak out that my computer has personal preference I didn't install
729,8bc4624b-eaae-47a4-9c56-ac616169371c, at the beach," making music, probably listening, writing, and playing haha which beach? I mean you gotta have a favorite beach"
730,4f103d27-c8a6-407e-b8d2-8049f90b3693, So I have noticed that I do seem to have the ability to not got to the bathroom when one isn't available, That is actually super helpful and an important life skill I wish I had hahaha!
731,5437b0eb-b822-41b9-bee5-03f88c9559b1, Hey! What's up?, whats up
732,6f5f66c7-1b22-4aea-b0d6-9a0c14254fb4, hello!!!!, yes we finally matched!!!1
733,e25e08e0-a2ec-45d0-9939-8ad4eeff5c18, the day I was voted homecoming queen, That's so cool! Congrats! I would relive the day my little brother was born
734,9ef0e7cd-5d03-4a59-9dfb-61e895bdc987, Hello!, hey how's your day been going so far??
735,9b6bbb4f-977c-4c3e-844d-8ab8e934c22b, We wouldn't be chatting, North Korea will invade the US
736,88851fb1-f2da-468a-aaef-702854e8d3ab, Hello?, Hi
737,f47d0791-d8a9-40d7-a4c7-b2ddc55d3085, How are you tonight?, Good. How are you?
738,4c38441f-e547-42da-8635-b107b4bb4ba8, What the heck, yeah...
739,569d940b-1865-4469-a0e9-c4647a00e276, Jarvis cause thats where vision comes from, I like Iron Giant He's the coolest
740,6aecb5bf-c963-4905-ba3c-24e2f1bd1710, Hello :), Hey! what's up?
741,219e4781-f672-4566-894a-af2f04c31485, Hi!, hey again!
742,875102a6-904a-4ea2-aa74-2e022e871bc3, Eventually they could be haha., I do not know if that should happen lol. They will then take over the world How does someone with no real intellegence vote?
743,3aae1872-7322-4ac2-90e8-f011e9e9b4cf, Hello What's the most interesting thing that I've learned recently?, Hm... The most interesting thing I've learned recently. I guess it's about human nature.  When a person receives something good or pleasurable in their life it is sometimes first nature to use that happiness to try and hurt someone who's harmed you.
744,b54c552e-f919-4d4e-b4f2-c9317dd7bc0e," I just saw Black Panther, that was cool"," Oh hi Brody, Black Panther looks like a pretty good show.  How was it?  Ive yet to go and see it."
745,8742596c-83b3-430a-a032-5057636cb600," I generally say my parents are my modern day superheroes. They both have done so much for me! They have also taught me that the true love in movies does not exist. Real love comes from commitment to one another, working together, and trust. Plus a lot of time!"," That's nice! I don't know that I really have a modern-day superhero But there are definitely people I look up to. Like you, they're often the people around me, like my peers, teachers, and friends and family. I don't know if I look up to people, really, but I definitely look up to certain traits."
746,204ed24e-6e93-4040-a141-b76da0e0526a," Oh I know I should know more about these guys, but honesty I'm clueless.", I don't know...I always get them confused with each other
747,b16744b0-402c-4fa7-9f6b-8f919abed56f," Hi! I suppose lots of stuff would get messed up, including the stock market. Lots of people would lose money."," Also I wouldn't be able to do my homework. There would be a lot of angry phone calls, too."
