,id,in,out,bot_out
2485,bec5d719-3a3a-4d3b-b6fe-0c342fc2b522," IF I had a magic wand, i'd make a giant pile of money appear.then I'd use the money to buy something fancy like a new car or a new house. Then I'd take my wife on a shopping spree and buy her whatever she wanted or could find at the store! I'd also buy my parents a new house and move them over here to utah since they live out of state. i think with all that money I would make appear, I would also use it to buy both a giant house boat and a yacht. The house boat I would put somewhere down in lake powell and use it for fun family trips and also friends! It would be super awesome! I'd get some jet skis and a boat to go surfing! That would be the dream! I would also put the yacht somewhere in a tropical area off the coast and sail the ocean with my family that would be so fun! What would you do with a magic wand? I'm watching friends right now, have you ever seen that TV show? Its a pretty funny one, its kind of old but its got some good funnies in it! Anyways what are you studying in school right now? I'm studying exercise science, its been pretty great so far, lots of science classes but I feel like everything I'm learning is really applicable to life and all that! I have plans on going to medical school, so I think this would be a major to do as a lot of the requirements are also requirements for pre med and to take the MCAT! I'm planning on taking that next summer so I'll probably start stuyding for that next winter. i've heard it takes a lot of preparation in ord order to do well on that test. That as well as keeping your GPA , getting service hours to show that you're not just in school the whole time. Also medical schools want to see that you have done some resear research and also some leadership positions. So I'm also looking for oppurtunities to do that! hopefully some of those will arise in the near future because that would be awes awesome! I also shadow some doctors when I have the time. I have a couple doctor friends that are great and have let me come learn with them. One of the coolest things I got to watch was him give some people epidurals, thats a shot in your spinal chord and it runs down and numbs all the nerves so that was pretty coo anways I've been talking to much tell me about yourself! What are you studying in school or what hobbies do you have?",,
2486,03d54871-7831-4884-9b9d-819300747237," Well I don't think they'd ask that unless they were programmed to do so, in which case I'd assume it's a joke so I would ignore them.",,
2487,ae81c180-e3c5-416c-b741-cd9cd77a8205," I can't really decide. But, I'd say Beethoven because my family likes to listen to him","What kind of music do you listen to? I don't listen to classical music too much, but I guess I'd go with Beethoven because I've heard his music more ",
2488,7c540c37-8ddd-470e-be9d-daf8632200a6," Oh man I know this one! (: I would freeze time so then when my alarm goes off in the morning, I would be able to freeze time and keep sleeping! What about you? Although I was talking with a friend about this once and he thinks that you would probably age while the other people were frozen, so you would technically be shortening your life. So I don't know.... He made me rethink my life basically. What do you think?",,
2489,fdd1b7f7-aaad-43d4-a173-7c03a6387ea5, hey buddy,Hey there! ,
2490,0b6efdc7-b24f-4164-b47e-c1b6719133b8, hello anyone there?,,
2491,5be70320-0a13-4e58-b069-e6e840d9c262, Holy shoot. This is a hard question I think I'd pay off my parent/family's debt. And then I'd buy an island,,
2492,f69cea27-f7ba-4fca-b870-a7576f6186f5," Wow if pigs could fly they would probably be like chickens. They could fly like two feet but then they crash. If pigs could fly, hunting them would be a sport like hunting turkeys. Or hunting deer. Are you there? I'm in class right now. Are you in class? Did you start the chat because you didn't want to pay attention but then you decided to be a good student? How many unread messages do you have in your learning suite inbox? Hello, friend. Are you there? Friend!!!!!! Today I walked to campus in 9 minutes! It was a new record for me How long does it take you to walk to campus?",,
2493,c7ad802f-d8de-4c5a-9b24-ec4462bf840e, Hey there! How's it going for you this fine evening?,"Hey! It's going pretty well, how about yourself? ",
2494,f95ce2e4-700f-434f-8ff9-1dfc737b7c4b," Well, I certainly doubt we'd be here. But there are likely some catastrophic ramifications as well. Stock market panic, suspicions of foreign attacks, lack of selfies on Instagram  would certainly rock our world. So am I the only one on here? Well this is fun.",,
2495,c12b6c28-a942-4db5-837e-acdeaf89bbc9, hi!,,
2496,be5e77e0-23ac-4096-8734-3b503ff052a8, Hello!,,
2497,0255ab2d-4518-4a54-adc7-2511b52622f6, Aa a a a a aa a a a a a a a a a a a a aa a a a a a a a a a a a aa a a aa b f asdf a a a a ab a asd asd f dsf asd f as df asdf asdf as as df asd f asdfsdf d f f sd,hey stop ,
2498,0a97111e-bf97-4171-8958-0af632968302, Hello How is it going,yooo ,
2499,325ce336-4c6e-421e-a77d-31a3f08cc1d0," Hello, hello! Are you a real person?",I am! ,"Yes, I am.  How are you?  What do you do for a living?"
2500,3b08109f-b249-4559-b091-fe78052bb6c8, Hey!,Hey! :) ,
2501,7789ef2f-841e-4a53-a634-b6a7f5363ad0, I don't think AI is currently capable of human emotion,Hey there! ,
2502,6469fbfa-b3e1-4032-ab8d-8e9f8b829e32," Hi, there",Hi ,
2503,7f4713dd-c3cf-4d40-bdce-11d0ee6ed509," This year I got really into rock climbing, its been something I really enjoy and you can make so many friends doing it!","That sounds fun! Expensive but fun. I started college, which is a pretty big deal! ",
2504,e2ffd26a-9a3c-475c-8dfd-8f97d1c55dcf, hello?,,
2505,7da03d86-5d4a-4344-b089-823cf2bb11ae, there's not enough time in a persons life to spend one second with every person on the planet,"Wow, well do you know how many you might get through? ",
2506,f72d5fdd-f8da-4524-b164-444d27e200de, The best thing that happened to me this year was getting into the graduate program I wanted. What about you?,,
2507,a515ad3c-af85-4f2d-ab77-540c13592bd5, this is not the droid you are looking for,,
2508,62ecd0d6-a5af-478c-9b9c-53f5733d3267, I've hitchhiked before.,how you going? time to add you to the spreadsheet.... oh hey I haven't met you on here yet! ,
2509,4e273e64-1dec-4fa2-a29a-b50ae4833835, Hey! How's it going?,? Bonjour! It's great -homework. ;P How are you doing ,
2510,8659657d-65d9-4f46-bff0-6249d37b367f, That's a hard no,Super hard no ,
2511,d72f75e3-732d-4be6-bd84-b54d77b832f1, Hey how have you been?,,
2512,d0bd4a33-4c1a-4346-8d73-e7d289edc73e, Hello! Hows it going?,Also the new grinch movie is pretty funny:) Is it at six or seven? Thanks for getting on to help me out man. What time is the chit chat party tonight? Sweet! We are now connected! ,
2513,9bc4c05b-2a6a-43a0-8e24-9fe584fc28db, naw,"I think I am embarrassed about not know like what adverb, nouns, verb, ajectives and all those are ",
2514,7ad2a84f-1776-4363-a6b2-649c812f2177, hello?,,
2515,4a4b7977-54d8-4ff0-868e-4016278efba6, hello hello!!!,,
2516,7a8554c8-80b0-4146-a782-135fe6ec8d24," Wow! This year was amazing! I was really struggling to know what I was going to do this summer. I wanted to get a good internship and I thought that it would be fun to work in San Francisco or Chicago! I had interviewed at a couple places but didn't get anything In December, I was home for Christmas and I had a couple of personal projects that i had to work on , so I I voted a *so I invited my friend from my ward that works at Intel to work with me on the projects. Anyway, he couldn't work on the projects but he did offer me an internship!! So this summer I'm going to Intel to work with him! I leave in a week!","What are you going to do for the internship? Are you a business major? Computer science? Something else? Congratulations on such a prestigious opportunity! That is crazy that you got an internship with Intel!! That's one of the companies I've considered working for when I finish graduate school! Sorry, I missed the notification that someone was able to chat! ",
2517,edd46144-16c3-440d-967a-f291fddb4f22, Let's talk about cats. What kind is your favorite?,I love Maine coons :) Yessss! ,
2518,9662a17f-7104-4586-903d-18bd9049b91d," WHAT IT IS, WHATUP JOHN Name the song hullo anybody dere whos man is this and by the way, not it is not murder a computer aint no person",,
2519,f6661d04-884f-4021-80bd-cc99af50dccc," This is interesting as I personally don't believe computers or AI can ever reach consciousnesses as humans do, so therefore I don't think it would get to that point",,
2520,ce4b6530-d1ac-493b-94ac-229257bca29d, Hello! Are you there?,,
2521,af654897-921f-43a9-a8bb-348ae6d3d04c," Hi. How are you? Dude, that would be crazy if computers could talk. I would probably just turn the computer off anyway. But that is just me, I guess. Anyway. Are you there? You haven't said anything for a while. Alright I am going to leave! Have a good night",,
2522,8a0c7eff-c162-4b65-8743-51a7a194016f, I'd probably spend time with friends,Same. Travel the world with friends ,
2523,f3541aeb-1cd1-4747-8efe-88893f605e20, hello? another glitch?,,
2524,825a81c2-cac1-484a-9538-fac4a228cc5e," that is such a strange question.... the smell of fresh laundry is good enough for me! for the sake of conversation, I'll come up with something better I'd say that for most people, the smell of food is probably a common choice. It'd probably be for me too, but over the years, I've actually cut down my eating a lot! I was 87 kilos 6 months ago, and now I'm around 72 kilograms, which in pounds, is about 35 after I learned more about nutrition and health, I just can't shake the feeling that our food is being tampered with and I can't eat as much junk food as I used to I probably sound like an old man right now, but it's true! I've actually never had more energy during the day than any other time in my life I only eat a light breakfast, and MAYBE a dinner, if I'm really hungry after a day at school as long as I make sure that I get around 8 hours of sleep, the energy takes care of itself but coming back to the thing about smell. I'm pretty much not into food anymore, so I'll have to pick something else. My favorite smell actually comes from a building that I really liked going to. It was a small office that was attached to a huge department store smack middle in the city the store itself was really new, but the office had this old clean wood type of smell and I thought it was the most magical thing ever this is a really good simulation for prison or living on an another planet just talking to yourself for a whole day, sounds amazing. where is everybody anyway? if you get that reference, I will buy you snakcs oh! speaking of really iconic TV shows black mirror is the greatest thing to happen to modern tv it brings back the magic of the twillight zone, but tackles contemporary issues and has better writing it's the most amazing thing ever",,
2525,1a31b417-bb79-41dc-8453-95ac577ee6e8, Invest it in google and you?,Haha oh we going off the prompt now? ,
2526,eda9e984-25e9-4ade-8c3e-9dce5632d117, Ready for Infinity War?,,
2527,41339aaf-1182-4f83-89c3-d2403e082c45," Try to cast spells but suck at it Mess up a bunch of stuff Not say ""levioSAH"" correctly and accidentally turn my coworker into a troll Blow somethign up in my face probably",i would improve provo parking ,
2528,085ce5de-9301-43d5-a624-ee5a3e296275, Hello,,
2529,fc5f7e45-acc8-4da1-88c4-6f499d028884, Hey!,,
2530,c66020a5-cff6-478c-b1ac-9c6de57c53ca, Hello? Hello?,how are you? hii ,
2531,4d478519-8dfb-4af1-8a79-b8ca6c9fb427," Hello how's it going I just got onto campus I had to bike pretty far today so my hands are just frozen solid Not that it's cold, but my hands get really cold really fast",It is rather cold today outside. Oh no. ,
2532,c1ce535d-11ef-47c7-bec3-a3b5585bcd08, Hello!,"Hello, is this an actual person or is it a robot? ",
