,Unnamed: 0,id,send,recv,bot_out
872,872,dfd6f658-3515-4f13-a9f0-c7f8250074bf, Hi how are you?, hey hey," I'm doing well, thank you. How are you this evening? Do you have any plans?"
873,873,41abb912-e021-43dc-af9e-3f3e78c99f23," I think I'd want my TED talk to be about something like motivation, or self worth, but it would  most likely  be about procrastinating or something... What would yours be about?", hmmm probably artificial intelligence, I think it would be about motivation and self-discipline. I think that would be a good topic to talk about.
874,874,9d244424-cf67-4890-8c8e-b5257e0198a3, Honestly I'd just spout gibberish for fifteen minutes and then sit down I have absolutely nothing worthy of ted talk material, Have you seen that vine of the guy giving a TED talk but they take out the talking part and leave only his breaths?, That sounds like a good idea. I think I'll do that. Thanks for the advice!
875,875,29c026fd-795f-4000-8594-243757e69a30," I can't think of anything in specific, but sometimes I'm in a conversation where i have to pretend like I know something so I don't look stupid"," hmmm....I don't know either. Haha, me too! I think weve all done it before", That happens to me all the time. I think it's because I'm socially awkward.
876,876,00acd81f-ee22-454d-8353-b4dd5056267d, Beethoven, I'm...going to agree... I don't listen to classical a lot though, I love listening to classical music. Beethovven is one of my favorite composers.
877,877,65523431-e7f5-4f2a-b08e-1d9086a83b01," I don't know about my secret superpower, but I'd love to be able to teleport or fly"," Hey, same! I think reading minds would be pretty amazing too, although only if I could turn it off when I wanted to I guess my brother always tells me my super power is taking everything too seriously so I guess that counts haha", That would be awesome.  I would love to fly too.  What would you like to do with your superpower?
878,878,3355cf61-6ffb-426b-bf75-b97de0edc47f, Hey there! How are you doing?, hey doing great sorry I got disconnected," I'm doing well, thank you. How about yourself? Do you have any plans for the weekend?"
879,879,e93e536d-b69e-4b1f-b52b-6e251f0c390e, it'd be harder to get bacon we'd have to hunt them like ducks, Turkey shoots are around thanksgiving so I image we would have pig shoots at Christmas time., Bacon is so tasty.  It's a pork cut from the belly of a pig.
880,880,d609da0c-f5f2-4a6c-a620-a8d03a28e9bc, I would probably say the greatest showman, Oh my goodness yes!!!! I love that movie!, I would have to agree with you. He was a great showman and a great actor.
881,881,adbb1739-2efe-4f29-a8e2-4e155686ec8d," Hmmm, that would be odd. I think people would probably hunt them. What do you think?", I would tame one and ride it everywhere Roll up with my unicorn named steve or something," I don't know. I'm not a fan of hunting, but I guess if I had to do it, I'd do it."
882,882,394ab5a8-9ccc-4e75-b749-6599de2877f6," Hey, how is it going?", Hey it's going what about you?, It is going well. I just got back from a long day of work. How are you?
883,883,14de679f-352f-48a2-ae26-f2aeceea1247," I love this question! What would you do? I would go straight to the store to buy a dirt bike, a truck, and go out to the desert to ride on the dunes all day. Hello? Is anyone there? Is anyone home?", sorry, That sounds like a lot of fun! I would do the same thing if I were you.
884,884,967600c2-8094-4b91-ac54-bd5871db805d, hello?, Hey!!!, Hello! How are you? I just got back from walking my dog. Do you have any pets?
885,885,8704144c-e953-4eb9-8ef5-f0ef13bf8221," hey, whats up?", Good. How about you?," Not much, just thinking about how much I miss my ex.  I miss her so much."
886,886,84bd13f2-cbfd-491d-83c9-ee9e616ce595, hello, Hey, Hello! How are you doing today? I just got back from a walk with my dog.
887,887,9ff51d74-44d8-429c-9747-f8b89fba2cff," #whereiseveryone I'll talk about the cow with the subtle nose in the meantime, interesting stuff And yet, for all that, we positively like this cow. Stripped of all pretensions to be anything other than a lumbering animal, it is one of us, we feel. So much washed-up flotsam and jetsam like the rest of us. Meat, surface area - in short, a thing that takes up space. Too much space within this cruelly straitened rectangle. It has no other baggage. It does not come to us invested with symbolism at all. It does not trumpet itself. If it were invited to bellow, it might well bleat. It is stripped bare of nearly all that old-time cowish stuff. And why not laugh at a cow anyway? If we can laugh at the ridiculousness of ourselves in the mirror, why not laugh at a cow?", you must be a philosophy major! i love it," Wow, that's interesting. I've never heard of a cow like that before. Do you know what kind of cow it is?"
888,888,8fa888dc-7f3e-4038-89c1-108fda1b5311," Hey how's it going For me , it's going well I just got lunch with my brother", i wish i had the super pwer of, That's great! What did you guys have for lunch? I had a salad for lunch.
889,889,989cc9ed-0645-447e-a26f-fd3875189ba6, I mean if they have the right intelligence and become integral parts of society with minds of their own then yeah!!! I think maybe it could happen," who knows, walle saved the human race"," I think so too, but I'm not sure if it would be a good idea."
890,890,6a8cbde6-d4ae-4624-91bb-32326077dc80, Hi. How are you doing?, Hello! good how are you?," I'm doing well, thank you. I hope you are as well. What are you up to?"
891,891,dd100564-a7a7-44c6-bef8-7e74b30c6cd2," Never. I mean, other than Frozen.", i mean greatest showman was pretty good, I love frozen. It's one of my favorite animated movies of all time. Do you like it?
892,892,3be85075-e290-4aaa-891f-172396f52966, Aerial bacon?, If pigs could fly I'd be dying of laughter," I love bacon, especially when it's crispy on the outside. Do you like it?"
893,893,0db3bc65-566e-4bf1-b504-6e480afc85bd, Secret super power is knowing when someone is upset, Aww :( But I guess that's a good thing if you know how to comfort them. I'm bad at that I'm good a predicting things, That's a good thing to know. I hope you don't have to deal with that too often.
894,894,214a4b61-15e0-47b4-95fb-7049f912ab66, Hey there!, Hi!, Hello! How are you doing today? I just got back from a walk with my dog.
895,895,12f4d712-40c0-4a2e-a964-27bd15f476f5, hello?,1.01101E+16, Hello! How are you? I just got back from walking my dog. Do you have any pets?
896,896,079f5a5d-f658-44dd-a923-826080e7968c, Hey there, Hi," Hey, how are you? I'm just hanging out with my dog, he's my best friend."
897,897,3010516b-b087-4f1a-b217-5f30f21730d2, hello there!," Hi, how are you?!", Hello! How are you doing today? I just got back from a walk with my dog.
898,898,b3672872-757f-46b7-bf08-4bbbd63e82a6, Hi!, hi!," Hello! How are you doing today? I just got back from walking my dog, how about you?"
899,899,8d503db3-4b2f-4397-8a87-d053d805da9c, My secret superpower would probably be the ability to not feel pain when playing sports. Or baking. Or something like that. Idk What would yours be?," I don't normally feel pain when I'm baking, that could be my super power"," I don't think I have a superpower, but I do like to bake. "
900,900,77214647-2789-4b5b-9821-6ea024ec21ec, Anatomy? I'm not sure., Ive just started learning about artificial intelligence and quantum computing. Are you planning on becoming a biologist by chance?," Yes, it is an American medical drama television series created by Meredith Grey."
901,901,e37f2ee5-558c-457d-b4b3-2a78a5643d67, hey Kyle, This isn't kyle," Hey Kyle, how are you? I just got back from a run, how about you?"
902,902,044b5a02-96fa-4649-8e86-d201261e2d61, Hey man, yo," Hey man, how are you? I just got back from the gym, how about you?"
903,903,1337cc93-db8d-4783-9f36-5b9a38f35c20," Aside from food, I absolutely love the smell of fresh surf wax, specifically the coconut kind from Sticky Bumps or SexWax Yes weird brand names, I know...", so i presume you are familar with surfing," I've never heard of that brand before, but it sounds interesting.  What's it taste like?"
904,904,c39b7f03-b1da-4a99-9c4e-f68002342bf8, Hi there How are you doing?, heyhey doing greatttt," I'm doing well, thank you. How about yourself? Do you have any plans for the weekend?"
905,905,4fdc2cb6-8be1-49b3-92d5-13a9de230a84, It would be like that one spongebob episode, Oh my gosh with squidward? Alone alone, SpongeBob SquarePants is an American animated sitcom produced by Nickelodeon
906,906,bece5e33-e8e4-4204-87cf-dcc597d22ae2, Hey!, hi!!!! does your name stand for mircle? miracle*, Hi! How are you? I just got back from walking my dog. It was nice.
907,907,161359b6-4ed2-4838-8231-b22bb2eea694, Oh sweet! I got someone!, How long have you been waiting?, I'm so happy for you! How long have you been with him/her for? 
908,908,e6ee93f1-bc21-4947-8600-339514a64208, I would hate that, I think it would be could if pigs could fly But it would make bacon tougher," Yeah, it was pretty gross.  I was so grossed out by it. "
909,909,0b0afec2-dc67-4c88-b0d0-420e5d057f67," Oh, hello!", Hello!, Hello! How are you doing today? I just got back from a walk with my dog.
910,910,6386a291-184b-44e6-9c6b-4335171b3bdc, I finally have a friend, Literally same, That's great!  How long have you been friends?  Do you see each other often?
911,911,52d8772d-12ff-4a26-957d-a58dd074aff9, I would build a theme park that combines Harry Potter and Star Wars, hey again haha sorry for my slow replies, That sounds like a lot of fun. Do you have any idea what theme park it would be?
912,912,60634656-7585-4ce6-a069-3bd03f85c0b0, Easy prompt I know exactly what i would do, what would you do I have no idea what I would do," What would you do if you knew what you were going to do, if you don't mind me asking?"
913,913,e845bcfe-da70-45ba-afdd-9a5b279e252d, No that's weird, yeah no," I know, right? I don't know what to do. I feel like I'm going to throw up."
914,914,a05a67ab-e657-452a-bdf1-b139abbc8ce3, Would you like to know what the best thing that happened to me this year was?, yes i would, I would love to hear about it! What happened this year that made you feel that way?
915,915,cf7047ce-ee06-42db-bf76-5638096c70b2," If I could have any superpower in the world, I would love the power of flight (pretty normal) or enhanced-charisma.  You?", I would want the power to stop time so I could take naps whenever I wanted.," I would like to be able to fly a plane, but I don't think I have the ability."
916,916,83101628-af6e-458c-864c-f527fd7d5673, well i would be sitting on the front porch in shock with my mouth gaping wide open. I mean what could you possibly expect in such a situation?," hey there!  if pigs could fly, i think i would always have an umbrella :D"," I don't know, but I'm glad I didn't have to see it. I was so grossed out."
917,917,6f47d1f0-c356-42a4-8d44-fade68e4e82e, Hey!, hey!, Hi! How are you? I just got back from walking my dog. It was nice.
